id,personaadi,senaryo1,senaryo10,senaryo11,senaryo12,senaryo13,senaryo14,senaryo15,senaryo16,senaryo2,senaryo3,senaryo4,senaryo5,senaryo6,senaryo7,senaryo8,senaryo9
1240.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1241.0,Doktor,A,C,A,C,A,C,B,D,D,B,D,C,A,A,A,C
1242.0,Doktor,A,C,A,D,A,D,B,D,D,B,D,C,A,A,B,C
1243.0,Doktor,A,E,A,C,A,C,B,D,D,A,D,C,C,A,D,C
1244.0,Doktor,A,B,A,A,C,E,D,A,D,B,D,C,B,A,E,E
1245.0,Doktor,A,B,A,E,C,D,B,A,D,B,B,C,A,E,E,B
1246.0,Doktor,A,C,B,D,C,E,A,A,D,B,C,D,B,E,A,B
1247.0,Doktor,A,C,C,A,A,C,B,E,D,E,A,D,A,A,D,B
1248.0,Doktor,E,C,D,B,D,D,B,A,B,B,B,C,A,C,A,D
1249.0,Bilgisayar Mühendisi,A,D,D,D,A,E,E,D,B,E,D,B,B,A,C,A
1250.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1251.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1252.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1253.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1254.0,Bilgisayar Mühendisi,A,D,D,D,D,C,C,D,D,C,D,C,C,C,D,C
1255.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,C,D,C,A,B,C,A
1256.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1257.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1258.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1259.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1260.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1261.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1262.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1263.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1264.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1265.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1266.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,A,A,A,C
1267.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1268.0,Doktor,A,E,C,A,A,D,A,D,D,E,B,C,A,E,A,A
1269.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1270.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1271.0,Doktor,E,E,D,B,D,A,B,D,D,B,B,C,A,C,B,C
1272.0,Doktor,A,E,D,B,D,B,B,A,D,B,B,E,A,C,B,C
1273.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1274.0,Doktor,A,E,D,B,D,B,B,A,D,B,C,E,C,A,B,C
1275.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1276.0,Bilgisayar Mühendisi,A,D,C,A,D,C,C,D,D,B,D,C,A,B,D,C
1277.0,Bilgisayar Mühendisi,E,C,C,A,C,D,D,C,B,B,D,C,A,B,C,A
1278.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1279.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1280.0,Bilgisayar Mühendisi,A,D,C,A,C,C,C,D,D,B,D,C,A,B,D,C
1281.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1282.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1283.0,Bilgisayar Mühendisi,A,D,D,D,D,D,C,D,D,C,D,C,C,C,D,C
1284.0,Bilgisayar Mühendisi,A,D,C,A,C,C,C,D,D,B,D,C,A,B,D,C
1285.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1286.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1287.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1288.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1289.0,Doktor,A,C,C,A,C,B,A,D,D,B,D,C,A,A,A,C
1290.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1291.0,Doktor,A,C,A,C,A,D,B,D,D,B,D,C,C,B,A,C
1292.0,Doktor,A,E,D,B,D,B,B,A,D,B,D,E,C,A,B,C
1293.0,Doktor,A,C,C,A,C,B,A,D,D,B,D,C,A,A,A,C
1294.0,Bilgisayar Mühendisi,B,B,C,C,D,B,B,E,A,C,A,C,B,B,B,A
1295.0,Bilgisayar Mühendisi,A,C,C,A,C,C,D,B,C,D,B,B,A,D,A,A
1296.0,Bilgisayar Mühendisi,B,B,C,A,D,C,E,A,E,A,B,A,A,A,A,B
1297.0,Bilgisayar Mühendisi,D,A,B,B,A,B,B,A,A,A,D,D,E,A,B,E
1298.0,Bilgisayar Mühendisi,C,A,A,A,A,A,C,D,A,C,A,C,A,B,A,A
1299.0,Bilgisayar Mühendisi,A,C,E,D,C,D,B,A,B,C,A,B,A,D,B,C
1300.0,Bilgisayar Mühendisi,B,C,C,D,B,A,A,A,A,C,A,A,A,A,C,B
1301.0,Bilgisayar Mühendisi,A,C,D,B,D,B,C,B,E,C,D,B,A,D,A,E
1302.0,Bilgisayar Mühendisi,C,B,A,B,E,C,B,C,C,C,D,A,B,E,E,C
1303.0,Bilgisayar Mühendisi,C,A,A,C,C,C,A,B,C,A,B,A,A,C,E,A
1304.0,Bilgisayar Mühendisi,B,C,C,C,C,C,B,E,B,C,C,D,A,A,D,C
1305.0,Bilgisayar Mühendisi,A,C,D,B,D,B,B,B,C,C,C,C,D,D,C,B
1306.0,Bilgisayar Mühendisi,B,A,D,C,C,A,A,A,D,C,D,C,E,B,D,C
1307.0,Bilgisayar Mühendisi,E,D,E,B,B,A,C,B,E,A,C,C,A,A,C,A
1308.0,Bilgisayar Mühendisi,C,B,B,C,D,D,B,C,A,A,C,B,A,A,A,C
1309.0,Bilgisayar Mühendisi,C,B,E,D,C,B,C,B,C,D,B,C,A,C,B,B
1310.0,Bilgisayar Mühendisi,D,B,B,B,B,C,A,A,D,D,B,B,A,A,A,A
1311.0,Bilgisayar Mühendisi,B,C,C,A,C,A,D,E,A,C,C,B,E,B,D,D
1312.0,Bilgisayar Mühendisi,A,C,D,A,D,B,B,A,E,D,B,A,A,B,A,D
1313.0,Bilgisayar Mühendisi,C,A,B,B,A,A,B,A,B,B,C,A,E,C,B,D
1314.0,Bilgisayar Mühendisi,E,E,D,C,A,B,D,E,E,D,B,A,B,E,B,C
1315.0,Bilgisayar Mühendisi,A,E,A,C,C,C,D,C,B,D,C,C,E,B,B,A
1316.0,Bilgisayar Mühendisi,D,C,B,C,D,B,D,D,E,B,E,C,E,C,C,B
1317.0,Bilgisayar Mühendisi,C,D,D,B,A,A,C,B,C,A,C,B,B,B,C,C
1318.0,Bilgisayar Mühendisi,A,C,C,C,B,D,A,B,E,D,E,C,A,A,B,C
1319.0,Doktor,D,C,C,B,D,B,E,E,D,A,C,A,E,C,D,C
1320.0,Doktor,A,E,C,D,E,E,E,E,A,C,D,C,A,D,D,B
1321.0,Doktor,D,D,D,E,C,D,D,D,E,E,E,D,D,C,C,D
1322.0,Doktor,E,C,D,A,C,B,C,C,B,A,C,D,C,C,C,D
1323.0,Doktor,E,B,B,C,E,E,C,C,E,D,C,D,C,C,D,C
1324.0,Doktor,C,E,A,D,C,B,E,C,C,B,D,A,B,D,A,E
1325.0,Doktor,C,D,B,C,B,C,C,D,D,C,C,D,D,C,B,B
1326.0,Doktor,C,D,D,D,C,C,D,A,D,E,D,C,E,B,E,E
1327.0,Doktor,A,E,E,D,E,C,E,E,E,C,B,E,D,E,D,D
1328.0,Doktor,E,D,C,A,C,E,C,E,B,C,E,C,D,C,B,D
1329.0,Doktor,B,B,C,E,B,E,B,E,B,E,C,C,C,C,B,B
1330.0,Doktor,C,E,D,C,E,C,D,D,C,D,E,D,E,D,C,E
1331.0,Doktor,B,E,E,D,C,D,E,C,E,B,D,E,D,A,E,C
1332.0,Doktor,E,E,D,A,B,D,B,D,E,B,E,E,E,B,A,B
1333.0,Doktor,A,B,A,C,B,D,A,B,D,D,B,E,B,B,C,C
1334.0,Doktor,E,A,B,D,D,E,C,E,C,A,D,B,D,B,E,A
1335.0,Doktor,E,B,E,B,C,D,E,D,C,C,B,E,C,E,B,B
1336.0,Doktor,E,C,B,B,B,B,B,E,C,E,C,E,D,C,D,B
1337.0,Doktor,D,A,C,E,E,D,C,C,D,C,C,B,C,E,E,C
1338.0,Doktor,D,D,B,E,C,E,C,E,D,D,B,A,E,C,C,B
1339.0,Doktor,B,A,A,C,C,D,C,D,B,E,D,D,C,B,A,D
1340.0,Doktor,E,D,A,A,B,E,D,C,D,E,A,E,B,E,E,E
1341.0,Doktor,C,B,C,C,E,E,D,E,C,B,B,A,E,D,C,B
1342.0,Doktor,C,A,D,B,A,D,D,D,C,E,C,E,A,E,E,B
1343.0,Doktor,D,C,A,C,B,C,E,A,E,C,B,E,A,A,B,D
1344.0,Bilgisayar Mühendisi,C,C,C,C,B,B,C,C,C,D,E,C,A,C,D,D
1345.0,Bilgisayar Mühendisi,D,B,D,A,D,B,A,D,C,B,C,E,C,D,A,E
1346.0,Bilgisayar Mühendisi,C,D,A,E,A,E,A,B,E,D,A,B,C,E,A,A
1347.0,Bilgisayar Mühendisi,A,A,C,B,C,E,B,A,E,C,A,A,B,C,B,E
1348.0,Bilgisayar Mühendisi,D,C,C,D,C,C,A,B,B,D,D,A,A,A,C,A
1349.0,Bilgisayar Mühendisi,D,C,A,D,E,B,B,C,D,B,A,D,C,B,E,B
1350.0,Bilgisayar Mühendisi,D,B,D,B,B,A,A,B,A,C,A,A,C,E,C,B
1351.0,Bilgisayar Mühendisi,C,C,C,A,C,A,B,C,B,B,B,C,B,C,D,C
1352.0,Bilgisayar Mühendisi,B,D,D,C,B,C,D,B,C,B,B,A,A,C,D,A
1353.0,Bilgisayar Mühendisi,C,B,B,A,D,B,C,B,B,D,B,C,B,C,C,D
1354.0,Bilgisayar Mühendisi,C,C,A,C,B,C,B,C,B,B,D,E,B,B,C,C
1355.0,Bilgisayar Mühendisi,B,B,B,C,A,B,E,A,D,E,A,A,A,B,A,B
1356.0,Bilgisayar Mühendisi,C,C,A,B,B,A,D,D,D,B,B,B,B,C,E,C
1357.0,Bilgisayar Mühendisi,B,C,D,D,B,E,D,D,D,D,B,A,D,B,B,E
1358.0,Bilgisayar Mühendisi,A,B,D,A,C,A,A,B,C,B,A,C,C,C,C,D
1359.0,Doktor,E,E,D,D,E,E,C,C,D,D,D,B,C,B,B,D
1360.0,Doktor,D,C,D,C,B,D,C,B,E,C,A,E,B,E,B,B
1361.0,Doktor,D,D,C,E,E,D,D,E,C,B,D,C,E,E,D,A
1362.0,Doktor,E,E,D,E,C,D,E,A,C,E,C,A,E,C,E,E
1363.0,Doktor,D,C,C,B,B,B,C,C,D,D,C,A,C,E,A,C
1364.0,Doktor,C,A,D,E,E,E,D,B,C,C,C,B,E,A,B,E
1365.0,Doktor,C,C,D,D,E,A,B,E,D,D,D,B,C,C,E,D
1366.0,Doktor,B,C,D,C,C,E,B,D,E,C,C,E,C,D,D,C
1367.0,Doktor,D,D,A,C,C,D,E,B,B,E,C,E,A,C,C,D
1368.0,Doktor,D,D,B,A,D,D,D,A,B,C,E,C,B,C,E,D
1369.0,Doktor,C,B,B,D,A,D,D,D,C,D,D,E,B,D,C,D
1370.0,Doktor,B,E,C,B,D,D,D,E,D,E,E,E,C,E,D,C
1371.0,Doktor,D,C,E,C,E,B,C,C,E,C,C,A,C,E,B,E
1372.0,Doktor,E,E,C,B,E,C,A,B,A,B,C,A,C,D,C,E
1373.0,Doktor,C,E,C,E,D,E,D,D,D,B,A,B,C,E,E,B
1374.0,Bilgisayar Mühendisi,C,C,C,B,A,C,A,D,C,C,E,D,C,B,B,A
1375.0,Bilgisayar Mühendisi,C,D,E,B,C,B,D,A,B,D,D,D,D,C,A,D
1376.0,Bilgisayar Mühendisi,C,B,D,A,C,B,C,B,A,C,C,B,D,B,A,D
1377.0,Bilgisayar Mühendisi,D,A,B,A,B,B,C,A,A,B,B,B,D,A,A,B
1378.0,Bilgisayar Mühendisi,B,C,D,D,B,B,B,C,B,B,A,A,A,C,D,C
1379.0,Doktor,E,B,B,C,E,B,E,E,C,E,E,D,C,B,D,E
1380.0,Doktor,B,D,D,D,B,A,E,E,D,C,C,D,D,A,A,E
1381.0,Doktor,B,A,E,E,D,B,A,E,B,C,C,D,D,D,E,E
1382.0,Doktor,A,B,A,D,D,C,C,E,E,B,C,C,E,D,A,A
1383.0,Doktor,C,E,D,B,C,E,C,A,B,B,C,B,D,E,D,D
1384.0,Bilgisayar Mühendisi,B,B,A,C,B,D,B,C,B,A,A,B,E,D,A,A
1385.0,Bilgisayar Mühendisi,D,C,D,B,A,A,C,C,D,D,C,A,B,C,E,D
1386.0,Bilgisayar Mühendisi,C,B,B,C,D,D,D,A,C,E,A,C,A,B,E,C
1387.0,Bilgisayar Mühendisi,E,C,B,B,D,C,C,D,B,D,A,B,B,A,D,C
1388.0,Bilgisayar Mühendisi,D,C,B,B,C,B,C,C,A,C,A,C,B,B,C,D
1389.0,Doktor,E,E,C,D,B,E,D,B,E,D,C,D,D,D,C,B
1390.0,Doktor,B,A,A,D,C,E,B,E,E,E,B,E,C,E,E,C
1391.0,Doktor,C,E,D,E,D,B,B,D,C,D,C,A,C,C,E,B
1392.0,Doktor,D,B,B,E,C,B,D,E,C,A,B,E,D,C,D,D
1393.0,Doktor,D,D,A,B,E,C,B,E,B,D,D,D,A,C,C,D
1394.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,D,B,B,D,A,A,A,C,C
1395.0,Bilgisayar Mühendisi,A,D,C,E,C,D,D,D,D,B,D,C,A,D,D,C
1396.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,D,B,B,D,C,A,A,C,C
1397.0,Bilgisayar Mühendisi,E,C,A,C,A,D,B,C,D,B,D,C,A,A,A,C
1398.0,Bilgisayar Mühendisi,A,C,A,C,A,D,B,D,D,B,D,C,A,A,B,C
1399.0,Bilgisayar Mühendisi,A,D,A,D,A,D,D,C,B,E,D,C,A,D,C,C
1400.0,Bilgisayar Mühendisi,A,D,A,D,C,D,D,D,D,B,D,C,A,D,D,C
1401.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,A,D,C
1402.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1403.0,Bilgisayar Mühendisi,A,C,A,D,A,D,C,D,D,B,D,C,A,D,D,C
1404.0,Bilgisayar Mühendisi,A,D,A,C,A,D,C,D,D,B,D,C,A,A,C,C
1405.0,Bilgisayar Mühendisi,A,C,A,C,A,D,C,D,D,B,D,C,A,A,D,C
1406.0,Bilgisayar Mühendisi,A,C,A,B,A,C,C,C,B,B,D,C,A,A,C,C
1407.0,Bilgisayar Mühendisi,E,D,C,D,C,D,B,C,D,B,D,C,A,A,D,C
1408.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1409.0,Bilgisayar Mühendisi,A,D,A,D,A,D,D,C,B,E,D,C,A,D,C,C
1410.0,Bilgisayar Mühendisi,A,D,A,D,C,D,D,D,D,B,D,C,A,D,D,C
1411.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,A,D,C
1412.0,Bilgisayar Mühendisi,A,C,A,C,A,D,D,D,D,B,D,C,A,A,D,C
1413.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1414.0,Bilgisayar Mühendisi,A,D,A,D,A,D,C,D,D,B,D,C,A,D,C,C
1415.0,Bilgisayar Mühendisi,A,D,A,D,A,D,D,C,B,E,D,C,A,D,C,C
1416.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,A,D,C
1417.0,Bilgisayar Mühendisi,E,C,C,B,A,C,B,C,B,B,D,C,A,A,C,C
1418.0,Bilgisayar Mühendisi,A,D,C,E,C,D,D,D,D,B,D,C,A,D,D,C
1419.0,Doktor,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1420.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1421.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1422.0,Doktor,A,C,A,C,A,D,B,C,D,B,D,C,A,A,C,C
1423.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1424.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1425.0,Doktor,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1426.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1427.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1428.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1429.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1430.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1431.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1432.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1433.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1434.0,Doktor,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1435.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1436.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1437.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1438.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1439.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1440.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1441.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1442.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1443.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1444.0,Bilgisayar Mühendisi,A,D,A,D,C,D,D,D,D,B,D,C,A,D,D,C
1445.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1446.0,Bilgisayar Mühendisi,A,C,A,B,A,C,C,C,B,B,D,C,A,A,C,C
1447.0,Bilgisayar Mühendisi,E,D,C,D,C,D,B,C,D,B,D,C,A,A,D,C
1448.0,Bilgisayar Mühendisi,A,D,A,D,C,D,D,D,D,B,D,C,A,D,D,C
1449.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1450.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1451.0,Bilgisayar Mühendisi,A,C,A,C,A,D,C,D,D,B,D,C,A,A,D,C
1452.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1453.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,D,D,C
1454.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1455.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,A,D,C
1456.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1457.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,A,D,C
1458.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1459.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1460.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1461.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1462.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1463.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1464.0,Doktor,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1465.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1466.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1467.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1468.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1469.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1470.0,Doktor,A,C,A,C,A,D,B,D,D,C,D,C,A,A,A,C
1471.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1472.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1473.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1474.0,Bilgisayar Mühendisi,A,D,A,D,C,D,D,D,D,B,D,C,A,D,D,C
1475.0,Bilgisayar Mühendisi,A,C,A,B,A,D,C,C,B,B,D,C,A,A,C,C
1476.0,Bilgisayar Mühendisi,A,C,A,D,C,D,C,D,D,B,D,C,A,D,D,C
1477.0,Bilgisayar Mühendisi,A,C,A,C,C,D,C,D,D,B,D,C,A,A,D,C
1478.0,Bilgisayar Mühendisi,E,C,C,B,A,C,B,C,B,B,D,C,A,A,C,C
1479.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,B,C,C
1480.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1481.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1482.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1483.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1484.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1485.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1486.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1487.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1488.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1489.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1490.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1491.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,A,C
1492.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1493.0,Doktor,A,C,A,C,A,D,B,C,D,C,D,C,A,A,C,C
1494.0,Bilgisayar Mühendisi,A,B,C,B,A,D,B,A,B,B,A,A,C,B,A,D
1495.0,Bilgisayar Mühendisi,A,B,B,E,A,C,B,D,D,C,D,C,A,A,D,B
1496.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,A,D,B,D,C,C,A,A,C
1497.0,Bilgisayar Mühendisi,A,C,A,C,A,C,B,B,D,A,D,C,A,A,A,B
1498.0,Bilgisayar Mühendisi,E,B,B,C,E,D,B,C,D,A,A,C,B,B,D,C
1499.0,Bilgisayar Mühendisi,E,D,C,D,A,D,B,A,B,E,E,E,B,B,A,A
1500.0,Bilgisayar Mühendisi,A,B,B,E,E,D,B,D,D,A,D,A,B,B,D,C
1501.0,Bilgisayar Mühendisi,A,B,C,C,E,D,B,C,D,A,A,C,B,B,A,C
1502.0,Bilgisayar Mühendisi,A,B,C,B,E,D,B,A,B,D,A,D,C,A,A,C
1503.0,Bilgisayar Mühendisi,E,C,B,D,A,D,B,D,D,C,E,C,B,A,D,C
1504.0,Bilgisayar Mühendisi,E,B,B,A,A,D,B,B,B,A,C,A,B,B,D,D
1505.0,Bilgisayar Mühendisi,A,B,B,C,A,D,B,A,D,A,D,A,B,B,D,C
1506.0,Bilgisayar Mühendisi,A,B,C,B,E,D,B,A,B,A,A,D,B,A,A,C
1507.0,Bilgisayar Mühendisi,A,C,B,C,A,C,B,B,D,C,D,C,A,A,C,B
1508.0,Bilgisayar Mühendisi,E,C,A,D,A,D,B,D,D,B,E,C,A,C,A,D
1509.0,Bilgisayar Mühendisi,A,B,C,C,E,D,B,A,D,A,D,A,B,B,D,C
1510.0,Bilgisayar Mühendisi,A,B,B,C,E,D,B,A,D,A,D,D,B,A,D,C
1511.0,Bilgisayar Mühendisi,E,B,B,C,A,D,B,D,D,A,C,C,B,B,D,D
1512.0,Bilgisayar Mühendisi,A,C,B,C,A,C,B,B,D,A,D,A,A,A,A,B
1513.0,Bilgisayar Mühendisi,A,C,C,D,A,D,B,D,D,C,E,C,C,A,A,D
1514.0,Bilgisayar Mühendisi,E,D,C,D,A,D,B,D,B,E,E,E,B,B,A,A
1515.0,Bilgisayar Mühendisi,A,B,B,C,A,D,B,A,D,A,D,C,B,A,A,C
1516.0,Bilgisayar Mühendisi,A,C,B,C,A,D,B,A,D,A,D,D,C,A,A,B
1517.0,Bilgisayar Mühendisi,A,C,A,D,A,D,B,A,B,B,E,C,A,A,A,A
1518.0,Bilgisayar Mühendisi,E,B,B,D,A,D,B,D,D,C,D,C,C,A,D,C
1519.0,Doktor,A,C,B,C,A,C,B,D,D,A,B,C,A,A,D,B
1520.0,Doktor,A,B,B,C,E,D,B,A,D,A,A,D,B,A,D,C
1521.0,Doktor,A,C,B,C,A,D,B,A,D,B,E,C,B,A,A,C
1522.0,Doktor,A,E,C,C,A,D,B,C,D,A,D,A,C,A,A,C
1523.0,Doktor,A,B,B,C,A,D,B,A,D,A,B,D,C,A,A,C
1524.0,Doktor,A,B,B,C,E,D,B,A,D,A,D,A,B,A,D,C
1525.0,Doktor,A,C,B,C,E,C,B,D,D,A,E,C,A,A,D,B
1526.0,Doktor,A,B,C,C,E,D,B,C,D,A,A,C,B,A,D,C
1527.0,Doktor,A,C,B,D,A,D,B,D,D,A,E,C,A,C,A,C
1528.0,Doktor,A,B,B,C,A,D,B,B,D,A,D,A,B,B,A,B
1529.0,Doktor,A,B,C,C,E,D,B,A,B,A,E,D,B,A,A,D
1530.0,Doktor,A,B,C,C,E,D,B,D,D,A,E,C,C,A,A,C
1531.0,Doktor,A,C,B,C,A,C,B,B,D,C,D,A,C,A,A,B
1532.0,Doktor,A,C,B,C,A,C,B,B,D,A,E,C,A,A,D,B
1533.0,Doktor,A,C,A,C,A,C,B,A,D,A,D,A,A,A,D,B
1534.0,Doktor,A,B,C,C,A,D,B,A,D,A,D,D,B,B,A,C
1535.0,Doktor,A,B,B,C,A,C,B,A,D,A,D,A,A,B,D,B
1536.0,Doktor,A,C,A,C,A,C,B,B,D,A,D,C,A,A,A,B
1537.0,Doktor,A,E,B,C,E,D,B,C,D,A,D,A,C,A,A,C
1538.0,Doktor,A,B,B,C,E,D,B,B,D,A,A,D,C,A,A,C
1539.0,Doktor,A,C,B,C,A,C,B,D,D,A,B,C,A,A,D,B
1540.0,Doktor,A,B,B,C,E,D,B,C,D,A,E,C,C,A,A,C
